Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,KDA,Ban %,Fighter,Mage,Assassin,Marksman,Tank,Support
Karma,Mage,SUPPORT,5,65.56,2.13,0.4815,0.9053,0.1008,2.71,0.043,0,1,0,0,0,0
Karthus,Mage,ADC,3,39.39,-2.87,0.5361,0.1797,0.0075,2.25,0.0284,0,1,0,0,0,0
Karthus,Mage,JUNGLE,2,34.38,-5.2,0.4793,0.6054,0.0193,2.4,0.0284,0,1,0,0,0,0
Karthus,Mage,MID,2,32.38,-9.75,0.478,0.1227,0.0035,2.16,0.0284,0,1,0,0,0,0
Kassadin,Assassin,MID,4,57.13,-1.03,0.5093,0.9706,0.0425,2.48,0.1261,0,0,1,0,0,0
Katarina,Assassin,MID,5,64.23,2.24,0.501,0.951,0.0695,2.33,0.0905,0,0,1,0,0,0
Kayle,Fighter,TOP,4,50.22,1.97,0.5131,0.7624,0.0313,1.81,0.0117,1,0,0,0,0,0
Kayle,Fighter,MID,3,39.88,-0.86,0.5047,0.2182,0.0082,2.21,0.0117,1,0,0,0,0,0
Kayn,Fighter,JUNGLE,5,69.15,0.04,0.5004,0.9836,0.0958,2.4,0.1128,1,0,0,0,0,0
Kennen,Mage,MID,3,39.08,-1.32,0.5063,0.1548,0.0033,2.32,0.005,0,1,0,0,0,0
Kennen,Mage,TOP,2,32.74,-2.75,0.4831,0.8361,0.0186,1.94,0.0054,0,1,0,0,0,0
Kha'Zix,Assassin,JUNGLE,5,62.7,2.45,0.5087,0.9877,0.0759,2.52,0.0682,0,0,1,0,0,0
Kindred,Marksman,JUNGLE,4,50.02,3.33,0.5151,0.9464,0.0422,2.31,0.028,0,0,0,1,0,0
Kled,Fighter,TOP,3,42.36,2.09,0.5137,0.8865,0.0164,2.37,0.0075,1,0,0,0,0,0
Kog'Maw,Marksman,ADC,2,37.52,-2.28,0.5215,0.8756,0.0148,2.2,0.0032,0,0,0,1,0,0
LeBlanc,Assassin,MID,4,58.36,-0.79,0.4882,0.956,0.053,2.85,0.1047,0,0,1,0,0,0
Lee Sin,Fighter,JUNGLE,6,91.81,-0.08,0.4825,0.9508,0.1518,2.79,0.1482,1,0,0,0,0,0
Leona,Tank,SUPPORT,5,65.56,0.12,0.4966,0.9947,0.0888,2.35,0.1263,0,0,0,0,1,0
Lillia,Fighter,JUNGLE,3,41.81,-0.7,0.4965,0.8581,0.0252,2.68,0.0079,1,0,0,0,0,0
Lillia,Fighter,TOP,1,26.39,2.06,0.5049,0.1181,0.0037,1.97,0.0086,1,0,0,0,0,0
Lissandra,Mage,MID,4,47.8,0.51,0.5033,0.9126,0.0278,2.42,0.006,0,1,0,0,0,0
Lucian,Marksman,ADC,3,44.26,-4.22,0.4963,0.8269,0.0659,2.24,0.02,0,0,0,1,0,0
Lucian,Marksman,MID,1,29.43,0,0.4636,0.1124,0.0073,1.92,0.02,0,0,0,1,0,0
Lulu,Support,SUPPORT,6,92.89,-0.68,0.5003,0.9696,0.1281,3.04,0.2269,0,0,0,0,0,1
Lux,Mage,SUPPORT,6,85.6,3.31,0.4938,0.6715,0.1376,2.5,0.1163,0,1,0,0,0,0
Lux,Mage,MID,5,66.68,-0.24,0.5055,0.2974,0.0626,2.91,0.1163,0,1,0,0,0,0
Malphite,Tank,TOP,5,64.73,-2.91,0.5044,0.7622,0.045,2.36,0.0385,0,0,0,0,1,0
Malphite,Tank,MID,2,35.89,-4.35,0.4833,0.1082,0.007,2.36,0.0392,0,0,0,0,1,0
Malphite,Tank,SUPPORT,1,20.53,-8.64,0.4443,0.1085,0.0075,2,0.0396,0,0,0,0,1,0
Malzahar,Mage,MID,4,51.65,2.08,0.5136,0.9059,0.0348,2.2,0.0287,0,1,0,0,0,0
Maokai,Tank,SUPPORT,3,39.1,-0.41,0.5178,0.7657,0.0127,2.23,0.0013,0,0,0,0,1,0
Maokai,Tank,TOP,1,26.22,1.58,0.5046,0.1783,0.0029,2.04,0.0013,0,0,0,0,1,0
Master Yi,Assassin,JUNGLE,5,63.71,-0.88,0.4959,0.9362,0.0754,2.04,0.1773,0,0,1,0,0,0
Miss Fortune,Marksman,ADC,4,50.19,-0.47,0.5118,0.9432,0.0732,2.35,0.0185,0,0,0,1,0,0
Mordekaiser,Fighter,TOP,5,72.83,6.88,0.5157,0.8649,0.0539,1.84,0.0591,1,0,0,0,0,0
Morgana,Mage,SUPPORT,5,69.72,-1.31,0.4896,0.9147,0.0824,2.5,0.2489,0,1,0,0,0,0
Nami,Support,SUPPORT,5,72.58,-0.71,0.5166,0.9961,0.0959,3.22,0.0186,0,0,0,0,0,1
Nasus,Fighter,TOP,5,71.09,6.13,0.5288,0.8634,0.0476,1.98,0.0474,1,0,0,0,0,0
Nautilus,Tank,SUPPORT,5,61.72,1.47,0.4923,0.9783,0.0866,2.31,0.0787,0,0,0,0,1,0
Neeko,Mage,MID,3,37.9,0.15,0.4874,0.6345,0.0119,2.27,0.0028,0,1,0,0,0,0
Neeko,Mage,SUPPORT,1,23.34,-8.2,0.4661,0.2372,0.0045,1.84,0.0028,0,1,0,0,0,0
Nidalee,Assassin,JUNGLE,4,47.84,-1.26,0.4916,0.9277,0.0409,2.93,0.024,0,0,1,0,0,0
Nocturne,Assassin,JUNGLE,4,52.31,12.6,0.5167,0.903,0.0432,2.56,0.0328,0,0,1,0,0,0
Nunu,Tank,JUNGLE,4,57.3,1.83,0.5248,0.8975,0.0454,2.99,0.0266,0,0,0,0,1,0
Olaf,Fighter,JUNGLE,2,35.5,-1.11,0.4901,0.8494,0.0158,2.41,0.0074,1,0,0,0,0,0
Olaf,Fighter,TOP,1,7.43,-3.61,0.4462,0.1542,0.0026,1.64,0.0075,1,0,0,0,0,0
Orianna,Mage,MID,4,46.82,-0.23,0.4891,0.9528,0.0294,2.69,0.0017,0,1,0,0,0,0
Ornn,Tank,TOP,4,60.11,0.54,0.5037,0.9394,0.0419,2.29,0.0054,0,0,0,0,1,0
Pantheon,Fighter,MID,3,39.84,-1.7,0.5003,0.2582,0.0102,2.23,0.0089,1,0,0,0,0,0
Pantheon,Fighter,TOP,1,31.06,0.27,0.505,0.2556,0.0089,2.02,0.0089,1,0,0,0,0,0
Pantheon,Fighter,SUPPORT,1,24.51,-8.27,0.4507,0.4166,0.0172,1.86,0.0089,1,0,0,0,0,0
Poppy,Tank,TOP,3,41.43,1.55,0.5134,0.3753,0.0176,2.1,0.0256,0,0,0,0,1,0
Poppy,Tank,JUNGLE,3,40.78,-0.82,0.4902,0.5549,0.0254,2.71,0.0256,0,0,0,0,1,0
Pyke,Support,SUPPORT,4,61.21,1.32,0.492,0.8812,0.0828,2.17,0.12,0,0,0,0,0,1
Qiyana,Assassin,MID,4,55.06,-1.47,0.5093,0.5861,0.0415,2.14,0.123,0,0,1,0,0,0
Qiyana,Assassin,JUNGLE,3,39.94,-2.94,0.4876,0.3822,0.026,2.39,0.123,0,0,1,0,0,0
Quinn,Marksman,TOP,2,34.62,-1.8,0.5129,0.8447,0.0122,1.87,0.0048,0,0,0,1,0,0
Rakan,Support,SUPPORT,4,51.17,-2.95,0.4977,0.9709,0.051,2.92,0.0039,0,0,0,0,0,1
Rammus,Tank,JUNGLE,3,44.85,-3.3,0.507,0.9579,0.0236,2.86,0.03,0,0,0,0,1,0
Rek'Sai,Fighter,JUNGLE,4,48.61,-0.95,0.5104,0.9784,0.0378,2.49,0.0353,1,0,0,0,0,0
Rell,Tank,SUPPORT,3,38.51,-4.45,0.5047,0.9944,0.016,2.46,0.0038,0,0,0,0,1,0
Renekton,Fighter,TOP,4,54.56,3.96,0.4773,0.8759,0.0464,1.91,0.0222,1,0,0,0,0,0
Renekton,Fighter,MID,2,36.68,-4.64,0.4936,0.1194,0.0062,2.17,0.0222,1,0,0,0,0,0
Rengar,Assassin,JUNGLE,3,38.23,-1.11,0.4808,0.7819,0.0324,2.22,0.0313,0,0,1,0,0,0
Rengar,Assassin,TOP,1,26.81,4.4,0.4939,0.2007,0.0087,1.85,0.0274,0,0,1,0,0,0
Riven,Fighter,TOP,5,66.29,0.61,0.5193,0.9168,0.0466,1.98,0.0209,1,0,0,0,0,0
Rumble,Fighter,MID,3,45.85,0.2,0.5255,0.3422,0.0068,2.61,0.0021,1,0,0,0,0,0
Rumble,Fighter,JUNGLE,1,25.65,-10.48,0.4584,0.1461,0.0025,2.74,0.0022,1,0,0,0,0,0
Rumble,Fighter,TOP,1,21.79,-3.54,0.469,0.5208,0.0092,2.01,0.0021,1,0,0,0,0,0
Ryze,Mage,MID,2,34.52,-0.59,0.4566,0.8185,0.0211,2.22,0.0017,0,1,0,0,0,0
Ryze,Mage,TOP,1,15.82,1.52,0.4674,0.1779,0.0044,1.81,0.0016,0,1,0,0,0,0
Samira,Marksman,ADC,3,46.39,2,0.4846,0.9762,0.0786,2.2,0.111,0,0,0,1,0,0
Sejuani,Tank,JUNGLE,3,37.91,-3.01,0.4732,0.7827,0.0227,3.08,0.0032,0,0,0,0,1,0
Sejuani,Tank,TOP,1,27.49,-3.19,0.4976,0.1731,0.0038,2.33,0.0033,0,0,0,0,1,0
Senna,Marksman,SUPPORT,6,77.51,31.08,0.5229,0.674,0.1067,2.72,0.0743,0,0,0,1,0,0
Senna,Marksman,ADC,4,57,20.7,0.5464,0.311,0.0481,3.05,0.0743,0,0,0,1,0,0
Seraphine,Mage,ADC,3,43.2,-2.01,0.5297,0.1941,0.0083,3.02,0.0089,0,1,0,0,0,0
Seraphine,Mage,MID,3,42.66,0.47,0.5016,0.1654,0.0078,2.87,0.0089,0,1,0,0,0,0
Seraphine,Mage,SUPPORT,2,37.17,-2.55,0.4697,0.6341,0.0338,2.46,0.0089,0,1,0,0,0,0
Sett,Fighter,TOP,6,92.52,2.29,0.5055,0.8473,0.0794,1.79,0.0695,1,0,0,0,0,0
Shaco,Assassin,JUNGLE,5,62.02,-0.89,0.5145,0.8429,0.0589,2.72,0.167,0,0,1,0,0,0
Shaco,Assassin,SUPPORT,2,34.5,-9,0.4969,0.1146,0.0091,2.32,0.1755,0,0,1,0,0,0
Shen,Tank,TOP,5,75.29,-13.17,0.5114,0.8766,0.0512,2.9,0.018,0,0,0,0,1,0
Shyvana,Fighter,JUNGLE,2,35.65,-0.22,0.4919,0.8255,0.0149,2.42,0.0025,1,0,0,0,0,0
Shyvana,Fighter,TOP,1,25.19,1.36,0.5044,0.1494,0.0025,1.97,0.0025,1,0,0,0,0,0
Singed,Tank,TOP,3,41.6,2.43,0.5174,0.7782,0.0177,2.03,0.003,0,0,0,0,1,0
Sion,Tank,TOP,4,53.99,1.18,0.5149,0.8587,0.0376,1.6,0.0066,0,0,0,0,1,0
Sivir,Marksman,ADC,2,34.14,-5.6,0.4889,0.9717,0.023,2.47,0.0043,0,0,0,1,0,0
Skarner,Fighter,JUNGLE,3,40.62,7.46,0.514,0.8095,0.0072,2.86,0.0012,1,0,0,0,0,0
Skarner,Fighter,TOP,1,27.23,3.34,0.4998,0.2286,0.0017,2.44,0.0013,1,0,0,0,0,0
Sona,Support,SUPPORT,4,56.19,-1.08,0.528,0.97,0.0456,2.98,0.0087,0,0,0,0,0,1
Soraka,Support,SUPPORT,4,60.47,-1.67,0.5192,0.9402,0.0645,2.78,0.0362,0,0,0,0,0,1
Swain,Mage,ADC,3,42.2,0.87,0.5342,0.1962,0.0044,2.86,0.0161,0,1,0,0,0,0
Swain,Mage,MID,3,40.46,-3.56,0.5058,0.1207,0.0037,2.57,0.0161,0,1,0,0,0,0
Swain,Mage,SUPPORT,2,36.23,-3.83,0.4842,0.6239,0.0246,2.26,0.0161,0,1,0,0,0,0
Sylas,Mage,MID,4,60.12,1.14,0.5002,0.7488,0.0653,2.17,0.0382,0,1,0,0,0,0
Sylas,Mage,TOP,2,33.63,0.6,0.4877,0.2183,0.0188,1.82,0.0382,0,1,0,0,0,0
Syndra,Mage,MID,3,46.39,-2.88,0.4847,0.8934,0.0372,2.24,0.0102,0,1,0,0,0,0
Tahm Kench,Support,TOP,4,53.77,-38.03,0.497,0.5904,0.0314,2.38,0.1096,0,0,0,0,0,1
Tahm Kench,Support,ADC,3,45.89,0,0.5476,0.1321,0.0043,2.97,0.1032,0,0,0,0,0,1
Tahm Kench,Support,SUPPORT,2,35.63,0,0.4961,0.309,0.0131,2.35,0.1032,0,0,0,0,0,1
Taliyah,Mage,JUNGLE,3,38.71,1.91,0.506,0.6381,0.0109,2.63,0.0016,0,1,0,0,0,0
Taliyah,Mage,MID,2,37.66,-1.2,0.4976,0.1452,0.0024,2.46,0.0015,0,1,0,0,0,0
Taliyah,Mage,SUPPORT,2,35.37,-7.03,0.5183,0.1917,0.0028,2.13,0.0015,0,1,0,0,0,0
Talon,Assassin,MID,4,48.19,4.72,0.5105,0.5178,0.0265,2.17,0.0751,0,0,1,0,0,0
Talon,Assassin,JUNGLE,2,35.23,-25.96,0.4807,0.4581,0.0216,2.29,0.0751,0,0,1,0,0,0
Taric,Support,SUPPORT,2,36.84,-5.42,0.4984,0.8938,0.0116,2.72,0.0013,0,0,0,0,0,1
Teemo,Marksman,TOP,5,67.13,4.39,0.508,0.8486,0.0482,1.72,0.0904,0,0,0,1,0,0
Thresh,Support,SUPPORT,5,68.46,-1.03,0.4811,0.9931,0.1113,2.51,0.0527,0,0,0,0,0,1
Tristana,Marksman,ADC,3,44.22,3.93,0.4989,0.8554,0.0592,2.36,0.0247,0,0,0,1,0,0
Tristana,Marksman,MID,3,39.85,4.75,0.5104,0.1172,0.0067,2.08,0.0247,0,0,0,1,0,0
Trundle,Fighter,JUNGLE,4,54.58,-0.54,0.5239,0.675,0.0407,2.83,0.0316,1,0,0,0,0,0
Trundle,Fighter,TOP,3,39.81,-4.22,0.5199,0.2746,0.0172,1.72,0.0337,1,0,0,0,0,0
Tryndamere,Fighter,TOP,6,83.59,6.98,0.5031,0.8176,0.0629,1.87,0.161,1,0,0,0,0,0
Tryndamere,Fighter,MID,2,37.3,-1.01,0.4885,0.1411,0.01,2.11,0.161,1,0,0,0,0,0
Twisted Fate,Mage,MID,4,51.91,2.33,0.4953,0.9414,0.0449,2.33,0.0111,0,1,0,0,0,0
Twitch,Marksman,ADC,4,48.3,-2.47,0.518,0.793,0.0571,2.42,0.0375,0,0,0,1,0,0
Udyr,Fighter,JUNGLE,3,39.9,2.92,0.504,0.9468,0.0161,2.6,0.0048,1,0,0,0,0,0
Urgot,Fighter,TOP,5,62.17,-1.75,0.5191,0.9588,0.0412,2.04,0.0215,1,0,0,0,0,0
Varus,Marksman,ADC,2,32.57,1.15,0.4893,0.9242,0.0198,2.33,0.0017,0,0,0,1,0,0
Vayne,Marksman,ADC,5,65.6,-6.95,0.5146,0.8207,0.1172,2.19,0.1884,0,0,0,1,0,0
Vayne,Marksman,TOP,3,38.28,-3.59,0.4931,0.161,0.0213,1.53,0.1884,0,0,0,1,0,0
Veigar,Mage,MID,5,67.79,20.82,0.5196,0.7193,0.0721,2.41,0.0291,0,1,0,0,0,0
Veigar,Mage,ADC,3,43.25,6.96,0.5347,0.1797,0.0169,2.55,0.0291,0,1,0,0,0,0
Vel'Koz,Mage,MID,3,45.1,0.09,0.5117,0.411,0.0119,2.66,0.005,0,1,0,0,0,0
Vel'Koz,Mage,SUPPORT,3,39.14,-0.02,0.5103,0.5389,0.0176,2.22,0.005,0,1,0,0,0,0
Vex,Mage,MID,5,76.44,-0.41,0.5067,0.8481,0.085,2.48,0.189,0,1,0,0,0,0
Vex,Mage,SUPPORT,1,27.22,-3.09,0.4608,0.1385,0.0143,1.96,0.1888,0,1,0,0,0,0
Vi,Fighter,JUNGLE,4,55.99,-2.46,0.5249,0.9627,0.0506,2.46,0.0215,1,0,0,0,0,0
Viego,Assassin,JUNGLE,6,87.83,5.35,0.5032,0.9578,0.136,2.51,0.1418,0,0,1,0,0,0
Viktor,Mage,MID,6,79.21,-2.25,0.5005,0.8606,0.1006,2.3,0.1436,0,1,0,0,0,0
Viktor,Mage,TOP,2,32.09,-5.5,0.4918,0.1226,0.0133,1.89,0.1436,0,1,0,0,0,0
Vladimir,Mage,MID,4,53.47,-2.24,0.5013,0.7435,0.0426,2.39,0.0574,0,1,0,0,0,0
Vladimir,Mage,TOP,2,31.85,-1.02,0.4886,0.2409,0.0143,2.01,0.0574,0,1,0,0,0,0
Volibear,Fighter,TOP,4,52.12,19.91,0.5094,0.5441,0.0331,1.97,0.0181,1,0,0,0,0,0
Volibear,Fighter,JUNGLE,4,49.51,9.88,0.5251,0.4327,0.0285,2.68,0.0181,1,0,0,0,0,0
Warwick,Fighter,JUNGLE,4,52.86,0.08,0.5029,0.7678,0.0564,2.24,0.0541,1,0,0,0,0,0
Warwick,Fighter,TOP,2,33.28,1.93,0.508,0.2175,0.0111,1.91,0.0541,1,0,0,0,0,0
Wukong,Fighter,TOP,3,42.31,-0.93,0.5055,0.7773,0.0213,2.12,0.006,1,0,0,0,0,0
Wukong,Fighter,JUNGLE,1,28.46,-4.46,0.4771,0.1365,0.0035,2.43,0.0059,1,0,0,0,0,0
Xayah,Marksman,ADC,3,38.77,-1.77,0.5054,0.9817,0.031,2.35,0.004,0,0,0,1,0,0
Xerath,Mage,MID,4,55.28,2.03,0.5128,0.3907,0.0289,3.26,0.0518,0,1,0,0,0,0
Xerath,Mage,SUPPORT,4,46.93,-2.76,0.4958,0.5582,0.0429,2.53,0.0518,0,1,0,0,0,0
Xin Zhao,Fighter,JUNGLE,5,62.72,5.68,0.5081,0.9656,0.0785,2.45,0.052,1,0,0,0,0,0
Yasuo,Fighter,MID,6,91.15,4.99,0.5051,0.7252,0.1165,1.78,0.24,1,0,0,0,0,0
Yasuo,Fighter,TOP,3,41.32,1.36,0.4822,0.1641,0.0255,1.46,0.24,1,0,0,0,0,0
Yasuo,Fighter,ADC,2,32.91,-1.5,0.4998,0.1051,0.0162,1.97,0.24,1,0,0,0,0,0
Yone,Assassin,TOP,5,72.95,1.08,0.487,0.3863,0.053,1.62,0.2393,0,0,1,0,0,0
Yone,Assassin,MID,5,72.38,-1.79,0.4824,0.5962,0.0883,1.85,0.2393,0,0,1,0,0,0
Yorick,Fighter,TOP,4,49.59,3.52,0.5294,0.9721,0.0269,1.61,0.0247,1,0,0,0,0,0
Yuumi,Support,SUPPORT,6,87.74,8.01,0.4807,0.9886,0.1085,4.1,0.2762,0,0,0,0,0,1
Zac,Tank,JUNGLE,4,55.58,-2.24,0.5098,0.8605,0.0424,3.47,0.0212,0,0,0,0,1,0
Zed,Assassin,MID,6,81.36,-9.14,0.5077,0.7106,0.0755,2.29,0.3539,0,0,1,0,0,0
Zed,Assassin,JUNGLE,3,39.25,-9.93,0.4735,0.2553,0.0248,2.39,0.3539,0,0,1,0,0,0
Zeri,Marksman,ADC,6,86.11,0,0.4838,0.7527,0.1713,2.23,0.3416,0,0,0,1,0,0
Zeri,Marksman,MID,3,43.21,0,0.4687,0.1278,0.0269,2.01,0.3416,0,0,0,1,0,0
Ziggs,Mage,MID,3,41.8,5.36,0.5059,0.3003,0.0092,2.45,0.0047,0,1,0,0,0,0
Ziggs,Mage,ADC,3,41.15,-2.48,0.5223,0.6347,0.0189,2.58,0.0046,0,1,0,0,0,0
Zilean,Support,MID,4,53.06,0.86,0.532,0.2193,0.0098,3.47,0.02,0,0,0,0,0,1
Zilean,Support,SUPPORT,4,47.14,-2.3,0.501,0.7312,0.0337,3.12,0.02,0,0,0,0,0,1
Zoe,Mage,MID,4,47.71,-2.06,0.4943,0.9446,0.0305,2.56,0.0117,0,1,0,0,0,0
Zyra,Mage,SUPPORT,4,48.17,-1.39,0.5221,0.9351,0.0368,2.16,0.0197,0,1,0,0,0,0
Aatrox,Fighter,TOP,6,90.44,-0.01,0.492,0.9458,0.1238,1.88,0.3281,1,0,0,0,0,0
Ahri,Mage,MID,4,54.22,-1.79,0.4853,0.9422,0.055,2.49,0.0235,0,1,0,0,0,0
Akali,Assassin,MID,6,74.61,5.58,0.4811,0.7718,0.1029,2.39,0.1658,0,0,1,0,0,0
Akali,Assassin,TOP,3,45.02,1.35,0.4715,0.2219,0.03,2,0.1658,0,0,1,0,0,0
Akshan,Marksman,MID,4,49.57,5.55,0.5128,0.6342,0.028,2.24,0.0499,0,0,0,1,0,0
Akshan,Marksman,TOP,2,41.96,-2.72,0.4918,0.2636,0.0117,1.93,0.0499,0,0,0,1,0,0
Alistar,Tank,SUPPORT,2,42.32,-0.23,0.4892,0.9584,0.0288,2.43,0.0063,0,0,0,0,1,0
Amumu,Tank,SUPPORT,5,55.45,-7.24,0.5214,0.6748,0.0536,2.11,0.0804,0,0,0,0,1,0
Amumu,Tank,JUNGLE,3,46.75,-1.63,0.5091,0.3146,0.0284,2.62,0.0804,0,0,0,0,1,0
Anivia,Mage,MID,4,50.9,1.47,0.5162,0.7884,0.0239,2.68,0.021,0,1,0,0,0,0
Anivia,Mage,SUPPORT,1,31.6,-2.55,0.475,0.1416,0.004,2.21,0.021,0,1,0,0,0,0
Annie,Mage,MID,2,42.41,1.38,0.4988,0.7079,0.0142,2.34,0.0048,0,1,0,0,0,0
Annie,Mage,SUPPORT,1,16.16,1.95,0.4065,0.2072,0.0036,1.74,0.005,0,1,0,0,0,0
Aphelios,Marksman,ADC,2,40.37,-0.22,0.4618,0.9806,0.085,1.99,0.0112,0,0,0,1,0,0
Ashe,Marksman,ADC,4,53.44,1.1,0.5072,0.6732,0.0852,2.41,0.0259,0,0,0,1,0,0
Ashe,Marksman,SUPPORT,3,45.29,1.32,0.4914,0.3005,0.0378,2.38,0.0259,0,0,0,1,0,0
Aurelion Sol,Mage,MID,3,45.82,5.67,0.5207,0.8627,0.0064,2.66,0.003,0,1,0,0,0,0
Azir,Mage,MID,2,42.3,-0.09,0.4574,0.9321,0.0428,2.07,0.0152,0,1,0,0,0,0
Bard,Support,SUPPORT,3,47.01,3.73,0.5003,0.9642,0.03,2.93,0.0082,0,0,0,0,0,1
Bel'Veth,Fighter,JUNGLE,6,74.23,-3.13,0.5271,0.9651,0.0718,2.51,0.308,1,0,0,0,0,0
Blitzcrank,Tank,SUPPORT,6,80.52,-6.25,0.5363,0.7511,0.0931,2.55,0.2846,0,0,0,0,1,0
Blitzcrank,Tank,JUNGLE,3,42.76,2.44,0.4759,0.2268,0.0309,2.43,0.2846,0,0,0,0,1,0
Brand,Mage,SUPPORT,3,47.15,-0.42,0.5155,0.7357,0.0344,1.89,0.0396,0,1,0,0,0,0
Brand,Mage,MID,1,31.9,-8.9,0.4662,0.1728,0.0075,1.97,0.0396,0,1,0,0,0,0
Braum,Support,SUPPORT,2,40.89,0.29,0.4903,0.9802,0.0209,2.57,0.003,0,0,0,0,0,1
Caitlyn,Marksman,ADC,6,76.36,0,0.4976,0.9765,0.1675,2.29,0.1582,0,0,0,1,0,0
Camille,Fighter,TOP,5,60.28,7.56,0.5052,0.951,0.0654,2.02,0.0289,1,0,0,0,0,0
Cassiopeia,Mage,MID,3,46.33,1.41,0.5147,0.7659,0.0198,2.13,0.0152,0,1,0,0,0,0
Cassiopeia,Mage,TOP,2,42.2,-3.2,0.5086,0.135,0.0035,1.83,0.0154,0,1,0,0,0,0
Cho'Gath,Tank,TOP,3,47.09,-0.39,0.5066,0.6489,0.0172,2.09,0.0063,0,0,0,0,1,0
Cho'Gath,Tank,MID,3,43.41,5.09,0.5206,0.2042,0.0039,2.36,0.0063,0,0,0,0,1,0
Corki,Marksman,MID,1,31.42,-6.4,0.4591,0.8894,0.0083,2.12,0.0017,0,0,0,1,0,0
Darius,Fighter,TOP,6,76.29,9.86,0.5011,0.9385,0.0968,1.84,0.2646,1,0,0,0,0,0
Diana,Fighter,JUNGLE,5,58.18,-3.51,0.5134,0.7964,0.061,2.52,0.0523,1,0,0,0,0,0
Diana,Fighter,MID,3,47.53,2.27,0.5237,0.2033,0.016,2.22,0.054,1,0,0,0,0,0
Dr. Mundo,Marksman,TOP,4,50.25,1.95,0.5125,0.8418,0.0232,2.15,0.0126,0,0,0,1,0,0
Draven,Fighter,ADC,4,53.55,0.43,0.5043,0.9561,0.0701,2.13,0.2635,1,0,0,0,0,0
Ekko,Assassin,JUNGLE,5,62.11,-8.07,0.5031,0.6695,0.0727,2.82,0.067,0,0,1,0,0,0
Ekko,Assassin,MID,4,51.22,-1.92,0.5104,0.3116,0.0321,2.34,0.067,0,0,1,0,0,0
Elise,Mage,JUNGLE,4,49.4,3.76,0.5115,0.9387,0.0337,2.78,0.0247,0,1,0,0,0,0
Evelynn,Assassin,JUNGLE,5,56.51,9.6,0.5087,0.9852,0.0486,3.12,0.0721,0,0,1,0,0,0
Ezreal,Marksman,ADC,6,67.04,4.43,0.4912,0.9537,0.1551,2.48,0.0276,0,0,0,1,0,0
Fiddlesticks,Mage,JUNGLE,5,55.48,0.09,0.5246,0.8686,0.0416,2.8,0.0596,0,1,0,0,0,0
Fiora,Fighter,TOP,6,68.5,7.03,0.499,0.9789,0.0859,1.76,0.1771,1,0,0,0,0,0
Fizz,Assassin,MID,4,50.56,-2.02,0.5009,0.952,0.0351,2.43,0.0406,0,0,1,0,0,0
Galio,Tank,MID,4,52.99,4.52,0.5247,0.7941,0.0244,2.75,0.0048,0,0,0,0,1,0
Galio,Tank,SUPPORT,1,32.27,-1.31,0.4763,0.1721,0.0047,2.26,0.0049,0,0,0,0,1,0
Gangplank,Fighter,TOP,4,52.2,2.44,0.4848,0.8482,0.0493,2.05,0.0449,1,0,0,0,0,0
Gangplank,Fighter,MID,3,45.04,8.93,0.5205,0.1482,0.0091,2.32,0.0449,1,0,0,0,0,0
Garen,Fighter,TOP,5,57.26,1.26,0.5033,0.8508,0.0568,2.01,0.0221,1,0,0,0,0,0
Gnar,Fighter,TOP,2,42.04,-2.93,0.4655,0.9692,0.0326,1.84,0.0062,1,0,0,0,0,0
Gragas,Fighter,TOP,3,44.19,1.02,0.4828,0.5402,0.0225,2.13,0.0054,1,0,0,0,0,0
Gragas,Fighter,MID,2,39.67,-3.99,0.4955,0.1581,0.0063,2.44,0.005,1,0,0,0,0,0
Gragas,Fighter,JUNGLE,1,34.47,2.03,0.4805,0.2047,0.0078,2.88,0.0054,1,0,0,0,0,0
Graves,Marksman,JUNGLE,6,93.85,1.48,0.5042,0.9303,0.1398,2.7,0.1687,0,0,0,1,0,0
Gwen,Fighter,TOP,3,46.02,4.01,0.4918,0.8703,0.0297,1.78,0.0091,1,0,0,0,0,0
Hecarim,Fighter,JUNGLE,5,65.75,-6.41,0.4982,0.9903,0.0756,2.76,0.1647,1,0,0,0,0,0
Heimerdinger,Mage,MID,4,49.21,0.87,0.5384,0.2978,0.0164,1.97,0.0377,0,1,0,0,0,0
Heimerdinger,Mage,TOP,3,44.69,-3.43,0.5193,0.145,0.0075,1.7,0.0377,0,1,0,0,0,0
Heimerdinger,Mage,SUPPORT,3,42.92,3.37,0.5081,0.4518,0.0235,2.03,0.0377,0,1,0,0,0,0
Heimerdinger,Mage,ADC,2,39.58,-7.4,0.5363,0.1029,0.0053,2.21,0.0377,0,1,0,0,0,0
Illaoi,Fighter,TOP,4,48.14,0.71,0.5018,0.9353,0.0351,1.42,0.0622,1,0,0,0,0,0
Irelia,Fighter,TOP,4,52.68,0.63,0.4939,0.5486,0.0484,1.64,0.1306,1,0,0,0,0,0
Irelia,Fighter,MID,4,50.06,-0.57,0.5045,0.438,0.0376,1.79,0.1306,1,0,0,0,0,0
Ivern,Support,JUNGLE,2,38.26,-1.58,0.4855,0.7614,0.0083,3.34,0.0044,0,0,0,0,0,1
Ivern,Support,SUPPORT,1,24.07,-3.8,0.4359,0.1147,0.0011,2.41,0.0045,0,0,0,0,0,1
Janna,Support,SUPPORT,5,60.04,-4.73,0.5143,0.9807,0.0604,3.23,0.0254,0,0,0,0,0,1
